numero_identificador,data_atualizacao,tipo,titulo,ano,pais,evento,cidade,periodico,editora,descricao,autores,Qualis
362748628664811,22122023,Artigo Publicado,Selection of Cowpea Elite Lines for Iron and Zinc Biofortification,2020.0,,,,CURRENT NUTRITION & FOOD SCIENCE,,,"Cristina Zita de Morais Costa Dias-Barbosa (DIAS-BARBOSA, C. Z. M. C.)",A1
362748628664811,22122023,Artigo Publicado,Alterações físico químicas de óleos submetidos ao processo de fritura.,2023.0,,,,Brazilian Journal of Development,,,"Cristina Zita de Morais Costa Dias-Barbosa (DIAS-BARBOSA, C. Z. M. C.)",B4
3380086125867975,31052024,Artigo Publicado,Profissionalidade docente: Saber e busca de reconhecimento,2020.0,,,,Brazilian Journal of Development,,,"Walter Rodrigues Marques (MARQUES,Walter Rodrigues), Diêgo Jorge Lobato Ferreira (FERREIRA, Diego Jorge Lobato.), Dayana Sthéfane Pereira Cutrim (CUTRIM, Dayana Sthéfane Pereira), Maria Neuraildes Gomes Viana (VIANA, Neuraildes Gomes Viana), Marizelia Dielle de Freitas (FREITAS, Marizelia Dielle de), Rosangela Coêlho Costa (COSTA, Coêlho Costa), Hérbia Araújo Soares (SOARES, Hérbia Araújo), Luís Félix de Barros Vieira Rocha (ROCHA, Luís Félix de Barros Vieira)",B4
3380086125867975,31052024,Artigo Publicado,A moda como dispositivo da memória no espaço museológico,2021.0,,,,"Revista de Ensino em Artes, Moda e Design",,,"Diêgo Jorge Lobato Ferreira (FERREIRA, DIÊGO JORGE LOBATO), ALMEIDA CUNHA ARANTES, PRISCILA (ALMEIDA CUNHA ARANTES, PRISCILA)",A4
3380086125867975,31052024,Artigo Publicado,Quando as imagens me encontram,2023.0,,,,"PIXO - Revista de Arquitetura, Cidade e Contemporaneidade",,,"Diêgo Jorge Lobato Ferreira (FERREIRA, DIÊGO JORGE LOBATO)",A3
3573059727962827,23052024,Artigo Publicado,"<p>Six new species of Tetrapyrgos</em> (Basidiomycota, Agaricales, Marasmiaceae) from the Brazilian Amazon</strong></p>",2020.0,,,,Phytotaxa (on-line),,,"Dirce Leimi Komura (KOMURA, D. L.), Jadson José Sousa Oliveira (OLIVEIRA, J. J. S.), Jean-Marc Moncalvo (MONCALVO, J.M.), Simona Margaritescu (MARGARITESCU, S.), Charles Eugene Zartman (ZARTMAN, C. E.)",A3
3573059727962827,23052024,Artigo Publicado,<p>Two novel </em>species of Lactifluus </em>subg. Pseudogymnocarpi </em>(Russulaceae) from Brazil</strong></p>,2020.0,,,,Phytotaxa (on-line),,,"SILVA-FILHO, ALEXANDRE G. S. (SILVA-FILHO, ALEXANDRE G. S.), SÁ, MARIANA C. A. (SÁ, MARIANA C. A.), Dirce Leimi Komura (KOMURA, D. L.), MONCALVO, JEAN-MARC (MONCALVO, JEAN-MARC), MARGARITESCU, SIMONA (MARGARITESCU, SIMONA), ROY, MÉLANIE (ROY, MÉLANIE)",A3
3573059727962827,23052024,Artigo Publicado,"Rhodocybe fusipes (Entolomataceae), a new species from Amazonian ?terra-firme? forest of Brazil",2020.0,,,,SYDOWIA,,,"Alexandre G. S. Silva-Filho (SILVA-FILHO, A. G. S.), Timothy J. Baroni (BARONI, T. J.), Dirce Leimi Komura (KOMURA, D. L.), Jean-Marc Moncalvo (MONCALVO, J.), Iuri G. Baseia (BASEIA, I. G.), Felipe Wartchow (WARTCHOW, F.)",C
3573059727962827,23052024,Artigo Publicado,"Neotropicomus australis</i> var. porulosus</i> var. nov. (Agaricomycetes, Boletaceae), a new bolete from -brejo de altitude- forest in Brazil",2023.0,,,,PLANT BIOSYSTEMS,,,"Anderlechi Barbosa-Silva (BARBOSA-SILVA, A.), Dirce Leimi Komura (KOMURA, D. L.), Ricardo Koroiva (KOROIVA, R.), Felipe Wartchow (WARTCHOW, F.)",C
3573059727962827,23052024,Artigo Publicado,Historical biogeography and diversification of ringless Amanita (section Vaginatae) support an African origin and suggest niche conservatism in the Americas,2023.0,,,,Molecular Phylogenetics And Evolution,,,"Jean Evans I. Codjia (CODJIA, J. E. I.), Nourou S. Yorou (YOROU, N. S.), Jean-Marc Moncalvo (MONCALVO, J.M.), Zhu L. Yang (YANG, Z. L.), Santiago Sánchez-Ramírez (SANCHEZ-RAMIREZ, S.), Sydney T. Ndolo Ebika (EBIKA, S. T. N.), Gang Wu (WU, G.), Simona Margaritescu (MARGARITESCU, S.), Dirce Leimi Komura (KOMURA, D. L.), Jadson José Sousa Oliveira (OLIVEIRA, J. J. S.), Martin Ryberg (RYBERG, M.), Rodham E. Tulloss (TULLOSS, R. E.)",A4
3573059727962827,23052024,Artigo Publicado,Lactifluus</i> subg. Lactariopsis</i> (Russulales/Basidiomycota) from Brazilian tropical forests,2023.0,,,,BOTANY (OTTAWA. ONLINE),,,"SILVA-FILHO, A.G.S. (SILVA-FILHO, A.G.S.), SÁ, M.C.A. (SÁ, M.C.A.), Dirce Leimi Komura (KOMURA, D.L.), BRAGA-NETO, R. (BRAGA-NETO, R.), BASEIA, I.G. (BASEIA, I.G.), MARINHO, P. (MARINHO, P.), MONCALVO, J.-M. (MONCALVO, J.-M.), ROY, M. (ROY, M.), Felipe Wartchow (WARTCHOW, F.)",C
3573059727962827,23052024,Artigo Publicado,A incorporação dos Fungos Entomopatogênicos no Herbário INPA,2023.0,,,,Botânica Píblica,,,"Thiago Mouzinho (MOUZINHO, T.), Dirce Leimi Komura (KOMURA, D. L.), Michael Hopkins (HOPKINS, M.)",A3
3573059727962827,23052024,Artigo Publicado,"Pseudotulostoma volvatum (Elaphomycetaceae, Ascomycota) from an Amazonian white-sand forest in Brazil: odd and rare in the Neotropics?",2021.0,,,,PLANT SYSTEMATICS AND EVOLUTION,,,"Dirce Leimi Komura (KOMURA, D. L.), Felipe Wartchow (WARTCHOW, F.), Tiara Sousa Cabral (CABRAL, T. S.)",B2
