numero_identificador,data_atualizacao,tipo,titulo,ano,pais,evento,cidade,periodico,editora,descricao,autores,Qualis
3147835299657656,20042023,Artigo Publicado,"Composição, Uso Potencial E Gerenciamento De Recursos Vegetais Em Um Tipo De Sistema Agroflorestal Como Estratégia De Manutenção E Conservação",2020.0,,,,"Fronteiras: Journal of Social, Technological and Environmental Science",,,"Karen Veloso Ribeiro (RIBEIRO, K.V.), Alexandre Nojoza Amorim (AMORIM, A. N.), Roseli Farias Melo de Barros (BARROS, R. F. M.)",B1
5180636601720520,20042023,Artigo Publicado,"Unidades de Conservação no Brasil: um enfoque para a Região dos Cocais, no Leste Maranhense",2020.0,,,,"RESEARCH, SOCIETY AND DEVELOPMENT",,,"Beatriz Bacelar Barbosa (BARBOSA, B. B.), Cristiano Jackson da Costa Coelho (COELHO, C. J. C.), Lorran André Moraes (MORAES, L. A.), Leilson Alves Dos Santos (SANTOS, L. A.)",B4
6293291040972055,31032024,Artigo Publicado,Carbon Footprints Associated with Electricity Generation from Biomass Syngas And Diesel,2019.0,,,,Environmental Engineering and Management Journal,,,"Filipi Maciel de Melo (Melo, F.M.), Alysson Domingos Silvestre (SILVESTRE, A. D.), Mônica Carvalho (CARVALHO, M.)",A2
6293291040972055,31032024,Artigo Publicado,"Optimization of an integrated combined cooling, heat, and power system with solar and wind contribution for buildings located in tropical areas",2022.0,,,,International Journal of Energy Research,,,"Filipi Maciel de Melo (MELO, FILIPI MACIEL), MAGNANI, FABIO SANTANA (MAGNANI, FABIO SANTANA), CARVALHO, MONICA (CARVALHO, MONICA)",A4
6293291040972055,31032024,Artigo Publicado,"Optimization and sensitivity analyses of a combined cooling, heat and power system for a residential building",2020.0,,,,Thermal Science,,,"Filipi Maciel de Melo (Melo, F.M.), Mônica Carvalho (CARVALHO, M.), PINA, EDUARDO (PINA, EDUARDO)",A2
6293291040972055,31032024,Artigo Publicado,Design and Operational Optimization of CCHP Systems Using a Hybrid Method Based on MILP,2021.0,,,,IEEE Latin America Transactions,,,"SOUZA, STEVIE B. L. (SOUZA, STEVIE B. L.), SOUZA, MARCELA F. P. (SOUZA, MARCELA F. P.), FREITAS, LUCAS A. (FREITAS, LUCAS A.), SILVA, PETRONIO P. (SILVA, PETRONIO P.), Filipi Maciel de Melo (MELO, FILIPI M.), MAGNANI, FABIO S. (MAGNANI, FABIO S.)",C
6293291040972055,31032024,Artigo Publicado,A decision-making method to choose optimal systems considering financial and environmental aspects: Application in hybrid CCHP systems,2022.0,,,,ENERGY,,,"Filipi Maciel de Melo (Melo, F.M.), MAGNANI, F.S. (MAGNANI, F.S.), Mônica Carvalho (CARVALHO, M.)",A4
6293291040972055,31032024,Artigo Publicado,Combined financial and environmental optimization of a trigeneration system,2022.0,,,,Thermal Science,,,"SILVA, HEBER (SILVA, HEBER), HORNSBY, ERIC (HORNSBY, ERIC), Filipi Maciel de Melo (MELO, FILIPI), MAGNANI, FABIO (MAGNANI, FABIO), CARVALHO, MONICA (CARVALHO, MONICA), OCHOA, ALVARO (OCHOA, ALVARO)",A2
4617925832170917,10032024,Artigo Publicado,PlanCarter: construção de um jogo didático como estratégia para o ensino de coordenadas cartesianas,2020.0,,,,Thema (Pelotas),,,"DIAS, FRANCISCO VIEIRA (DIAS, FRANCISCO VIEIRA), Francisco Cristiano da Silva Macêdo (MACÊDO, CRISTIANO S.)",A1
